relative_path,condition,policy_hash,stage,task,split,rows,bytes,sha256,first_result_sha256,last_result_sha256
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-06/Py150/validation-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,6,Py150,validation,900,1887683,9dc7b30ef5f752d4d91c71d5e8b1d1bd2addcfdfb77f0c298a90e830c06642a2,37ffe07166e585adfd9dec04eb4a95193522f896b232f378ddb350be7d567c8a,026aa7654a4e393125163db31b4e9dce732e2a6e8e2af8bba970f6c22d677079
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-06/ScienceQA/test-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,6,ScienceQA,test,900,803695,c4f635ebca06f2077cdb8160ff53a0789557832945bdc5fb7a75c5aee8388acd,815c3b98faa54dd25654d4bd18ec1897b47d874ba3c4f0163fbcb06717f677b8,c2188a51655e626b5ffe70de63447ea7aaabb3cc9466b40e3561baa3a4eea94a
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-06/ScienceQA/validation-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,6,ScienceQA,validation,900,832302,d5c7ae320a7dcbf65ad00bc0f3201f877a174fd1aaa742debdca12c640324003,2e45fbcaae970b4125dc0854ff870a12cc2dffa9de71751fd9f22f18abecb5a9,e1540b394c97ec3262f039097467f0d3a19e8c1c2e948ba815010d2dcfc68661
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-07/C-STANCE/test-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,7,C-STANCE,test,700,742815,48ad421a3069581cf65c2d87f09b8424e9b4c56ae17f2b16e3b7ac9a29fd0aaa,e5fc554845d009d3623ecae9ed54c67b027219b9a61ad2fcc6581bdb92f2f7f8,e77385a13288dd248fbdc0a2683356f314ec79b539fc40bb1b7ffa23033c2d04
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-07/C-STANCE/validation-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,7,C-STANCE,validation,700,717073,19e67e50a09adfdc272fe58ee447195fc171c04f8853b94db4639bad07f53e66,2389501e331e8862fcc873b5509e9f1fdb736ff680c6cba79310690c96cc872b,e3b5c674ff9d1158d65b36390bc36ac93d76637ca7b00892e32687888a8237a6
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-07/FOMC/test-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,7,FOMC,test,700,1226560,c8ec649b190785be125d45bd9aab84dd6abce72123b651ef4a021fcc000cedd0,1984c5075597841d24df54101db7c7494664c6c88d21c31c7d65dd4a1bb6ac8f,3c5f6559b0e52ce24f9abd7789edb86e66071b26bf51b6a8fcec312b03f3e7da
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-07/FOMC/validation-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,7,FOMC,validation,700,1173315,9cd96247448ea760fda3380017e1aab386de0dc5c750c368e865f84a94949594,0a95461e8f3a465eedde771cf1b2f7186a7fd851b40ed72e0af1450dcba6b248,f5d655f854ae0af53b0af2de1839aa34002eec66e99e8d53e3e70de1330e43b6
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-07/MeetingBank/test-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,7,MeetingBank,test,700,1200108,3c5009a32c9f4f9e5ccef17957beeeb478a490e0d1e5535140b2ab2e7043b234,41c8e389ff63d142210c0ffb293942e207db3e6f3f11aed0e1e082960b148a7d,a2dbc01a0da3389ff0eee63c8659f742ec2dd6f16da8a824670be3fcbd58240e
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-07/MeetingBank/validation-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,7,MeetingBank,validation,700,1200471,dbfbbe3d86850848f3048ed833eccffae1efb3327080d80e76f73bbd4a06206a,3c674988c1532f12debd7d1192140090a36185e2a4f589e1627db72f37a302a2,7a925d428b6712936ce8568f014d14dac53ad04c5d118401cae931c2f179af80
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-07/NumGLUE-cm/test-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,7,NumGLUE-cm,test,567,543871,76323c70a99d100b9354ed007a8133803c381901f99d8c4c47c659dcde099331,0895f0ecea83dfb1eb1778285f38bc46cc214c62774d625d21ba1cbf1c26c892,69e48d886c78b71d88f30a030e5021fef522890a8c0e13224f2aa1c29973dabe
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-07/NumGLUE-cm/validation-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,7,NumGLUE-cm,validation,287,281078,9acdb18c513bfc20ae80d34f135a42a4d55b874b49839269eea2654da66c31b3,60565d878fe479e5720fec787429c35dd39f01efd6e0502de2f11ac4f5b7f85e,dd743584cce3c0a18c7b85f98a689fec16aed1dd70bb627bd36a6cadd08a683a
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-07/NumGLUE-ds/test-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,7,NumGLUE-ds,test,700,792917,16a6aeb1f1d5a6cfd8f41d3382ccee006f0a261f64a07852679cb674344bf4dc,c354af835dd43c06bfbf51a36b510f70f760eea96a6b83657198c7efae630926,2e80843030d1a780274e546b6fb618f29aefd3d734b9d0bd33017c0034d8b2d0
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-07/NumGLUE-ds/validation-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,7,NumGLUE-ds,validation,700,780598,f5fda9d2828f37f9c5d686e49e93710c720c6fdc8444c427c46d303a827b7853,bbc046c3b126ee029cb464fa37a1189dec2de6c3420635df5b8438d2974d9eb4,e3345c99df41c0db39d187944374d142f5e24758ba910816c5d46bca775f6b50
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-07/Py150/test-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,7,Py150,test,700,1454122,e7b401b76623e90f92117cd317035fc54ffd9704e1eff19a64f85a0215b23a17,dbbd101f9d1965d6fe3315557ab021424dc2a64b352c8626cbd89bcc48b9461e,b5bedd92617dc81bfae5700af94caa40f8b6aa84199c4fda978c787ed9174e36
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-07/Py150/validation-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,7,Py150,validation,700,1463543,64e66f84fc2061e679a769454a4572396422070305e576cc089af40070782077,0610eb636f2a132feebff449dffc0583527d40edb7718e219bdaa533a4a2e44b,f12ab67aac635b0b1b08e6bfea6a8c307fe13e402272312f05e4f4a853bde4a1
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-07/ScienceQA/test-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,7,ScienceQA,test,700,655479,8c0e16bb6c75b6fad759660f1366e52f33c5f970511bd632af014a8c574c1ad9,48bac62ea0486c1ac8eadcbe3471b8e9eecfa53348c8d995f642dbcde036a8de,9dd4179a4a14be2ca23c2628ef7a8d28054e7cf15c6ed6460a2a135ada100eb0
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-07/ScienceQA/validation-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,7,ScienceQA,validation,700,675006,fe09b2ca0db9f4cdbab662c1272bbef867e5a6dade745b4dc13888a6ae4ea215,f438bbfa480ed97e7e277e28a2b7ebd0916870c1393d371d077ffe98d6722843,c6224458872d800717f963336edefebcd3bc3b9848b563f288de9173686c392d
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-08/20Minuten/test-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,8,20Minuten,test,800,1318637,cb9708e1a502d31f5ca51fa6874bc7b89b6a98f7e7d338fbd4b8853b062a4fa8,88d4d67d0f6e7cc36f51eb73ae99235aeb0d84ba65bd4f5c239049e141c92012,1553f5d696feeb64300334c907dbe3f737575b4767083ee9e0f51c31d6aee687
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-08/20Minuten/validation-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,8,20Minuten,validation,800,1338406,acbecf2dbea99db6ddc9113f9d72b90a0b382fe31fc4c7dbe875c942e0ba1e4f,e09482f2d59306ae874839428e81b4578cb5a04767d07641680eef6d666f6894,bd41c8101bfe5b1c396ecafef70c5a15107bb6cbf4c4e89a78d7c9ad530840e1
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-08/C-STANCE/test-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,8,C-STANCE,test,800,1139988,03ed18c31422303cf081192628eced553577d0e757f68081c55252257a277a99,5d589f84cb361b193bef0c8d3435b0e34ad855d7811e95343cfb1b981082d62e,33be4fcf39852ef86887e8382d96e16b821cc4bc72f8fbd3cd73e38546f0be32
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-08/C-STANCE/validation-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,8,C-STANCE,validation,800,1093804,78222f227c99c5c0b1a4017f62367f43dbba6b50568f0170e2ffa84a5b53e03c,e3031552f151231fcab676ae7c73ec82678224ba2cbf141a78f4990b4ab4fac9,a8f44672295ffefd82c3d3bb51fe8f44203b1bf955008cb764f9c604fc4da5f1
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-08/FOMC/test-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,8,FOMC,test,800,1999524,17f281359dbf034c99458b2a22627ffa9e99ad16b35cf48bb882360dacd4791a,3602cdb9ebbf4f00e9d655674f5c7be3d34e5cec62dc07104d16e22270ce3aae,d149417105fbec568990a3bc95924126870c295faf914acd2ed13bf48867c1dd
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-08/FOMC/validation-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,8,FOMC,validation,800,1944750,d59fa807955873fc9ee3a22f2daf671dd3b813820b81ea917d799ffd27ce2fb4,89701a453efee0ecad777bb560c52d48c78db5edc9543cc3ddabfbca45378a57,206dfeb4f7ad4e0e62c2c03de52bab3e858c603b6eba4e62ea0281babcae1bd9
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-08/MeetingBank/test-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,8,MeetingBank,test,800,1645350,a899bac95baa2cefcc8c2b1a569c509748fcc30d0a15cb02f049af6ce4cdc0b7,d918756f75156208efbc2a5308c04e2f4d88d45b0cf8fa49f04097a60336757a,7c4e6bb7f9c1ab0f338025cc82716b0e31eca4525cca16f50009587734a3c801
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-08/MeetingBank/validation-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,8,MeetingBank,validation,800,1625399,b14672de3c9089a802a1404396b0141f12cc2a9ab44816cbe432704a5d19e403,3f5fb8be7559566eb935c301ce8b98658838e938c3d03b2d365fd102be2f3958,f0699c800c73ce2590d4dd55d3d7a9eeaf5b9cd77dd8148715a663b435902fcc
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-08/NumGLUE-cm/test-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,8,NumGLUE-cm,test,648,912368,076092051c258d4fa67b7e39d2ce5a40856aa60a575be723bbb621ec05603438,233f8212f0711cbd05232781f9503508e830b6e825c1f4b9414799e6ce2dcd51,8bb9aba58bbdebd18c1e706876abae47b388983c8973b01f2396c9047aab35b7
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-08/NumGLUE-cm/validation-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,8,NumGLUE-cm,validation,328,491736,d58feb83e5366a22b7f112d466ec864652ab521323e2b856d30510ca7624c30f,e1820a3039d10884d4a1bad552f705c933d78a45944b8e0df8c30afb31786775,262657a104697f10094040599b49e9248a05683a803f3429eabac44c72ba4cdb
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-08/NumGLUE-ds/test-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,8,NumGLUE-ds,test,800,1261143,c89d0f64478ac4b0191809d385e21c708f1321927d44a26e96d091c6f5d1e9c7,04bf3a47ce034f04464b7107805b842d83dfe3751248ed3f6a6041fd1ab8778f,5d8f605fb720eb95f4942369d301624ab7f919f18ed61e36678cbf89ac40be32
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-08/NumGLUE-ds/validation-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,8,NumGLUE-ds,validation,800,1257162,9df898d8209bd622c47948f9529df51970acade674d4f5388e3aabe533578b8c,b7b96feb5dacccb3556b7fcbaf9dbd01bdf4a5cff24606a1f7ef49600975f724,5862befd9625d36b7195791b035405afec5fbd738dd675c473d6b3c44009817a
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-08/Py150/test-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,8,Py150,test,800,1662094,4916fcf3f23bedde0d081a08d5a7d270dfa53dec91565a65f54185dc1cc6981f,511b69c9e4c9cc8ea1d4314867603b543687a65589fff13a55cd88e51653701a,3af765ae4c7d3d972fbb1022893e60cf8cca0bc7720f06d9cfbb18fc4147c833
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-08/Py150/validation-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,8,Py150,validation,800,1688052,482515719631639f18532cf1db4a73f985386e0a212d13f10624f58d0c290589,4df9b89c8bc6c2df3f4b54b125e624bd30b76838b6280ae3f7f981247183358e,f1403141263299bd08a40f7e06c90b3bd504565a66410c53230a4ba11826d3f2
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-08/ScienceQA/test-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,8,ScienceQA,test,800,870379,07456b32a0bc4d9b5ae9c3a818835743ffe02eaf03fae211951eff635a4296b2,04b388dff16115aeb1eded98c17cb49f5c188dda1cfcce3cf369a0fc33705f41,70e04e9966def137ac8fa5dcbf44b0ef962d577017207cf0a69f319df0164a00
546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03/stage-08/ScienceQA/validation-candidates.jsonl,vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,8,ScienceQA,validation,800,884172,a60300a90daa1eaaaf4dc173658e98a7b6614bacf01680238de8b7cf41666e06,56ca7cea5482dc2ae992f8515e692fb03a466cbce431e2226555df4c03c18efa,504c7e9ac587e09465c32b03fb868ff942b98af6badc2f6c2cac6723ea2a08cf
828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed/stage-01/C-STANCE/test-candidates.jsonl,vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,1,C-STANCE,test,400,308822,c2c7ffbd2e2a4b09467499b156370911b63db99ecf55d943dc216fc572b5ae91,f9ae2f9653a11a7b7156e5dc05bd7dd952964fac8250d8af73af2fc1cdb50825,8bab4ab6eaa34a4e90e9b7da573352799c7f86ec902fac8e641d19b33036b089
828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed/stage-01/C-STANCE/validation-candidates.jsonl,vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,1,C-STANCE,validation,400,303840,2864b76a9459d08bedc6017cb48746b8b0cabd7b02a431185ea130e294a4e80c,d1238185e5b91b1e05c0c29bcc0665c1775ad38e6f8cc8e0ce288fdcb615a090,c55324e0f898621afb7a4af91609e2bb4f7192bb79c50fd34d3bd107b0c5bf9c
828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed/stage-02/C-STANCE/test-candidates.jsonl,vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,2,C-STANCE,test,600,437819,b3594c2f411c2de36b172e022680afa6993cb3401ee92a1c39bebb4be4248473,a2b2aacfca818ec0f4ac8fade20eb77ff65575c8c7efe6b1560d72c1bfda64b2,371fd73128b0541249ba57d7d3f5b192f0abf0c1e7a0152d1a80f4c5e4563cd5
828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed/stage-02/C-STANCE/validation-candidates.jsonl,vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,2,C-STANCE,validation,600,429618,7216d2f43a2e88bc3fe97d3fb9a815072464af7483ba3dd1ba1431beffc30db6,d512d68001f4b96ba9ead999f09605182efa9e505bfe01ef61d003ad7ed704b4,54c3082764af309c8dd08d123615964393d015d5daf22a06bc827f93f6d965b9
828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed/stage-02/FOMC/test-candidates.jsonl,vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,2,FOMC,test,600,587171,a7655ae3d91caf2929ac0c8e3228e48ea9dc6ae958e7ab44cffa174745b31407,7d2fd19f7caf255b4328ca8dfd7f473e66a5d5b5be33c90526dbfe2f220c5b97,4554c7b270b6e3bfd9b093ce0131399e4735f697d1f46958820fe2610da8bbf7
828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed/stage-02/FOMC/validation-candidates.jsonl,vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,2,FOMC,validation,600,592142,888164f9e1c31d1f76094bba69ab5d1d57fd745edd0571a51373564820de8807,4eea6a02a6dec08b525f9792ffd4dc8020864732ce579af73efed12a4a525404,63851743ab10e0a27c61bad6f8ffbe51df62502f575fcd0d4af33be613e6da42
828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed/stage-03/C-STANCE/test-candidates.jsonl,vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,3,C-STANCE,test,500,497357,2ce0f89e105eae1edc240ae6b3f0c02224dd6b504348c9d550449ade537c4b90,62317be3c8c370a8ef31293d1afc1ef2c88bae37f3deb5e39b5b1b080a8ebf53,ac4bc4a0499d1dca78b8a864560a89fb86c926c06d4036b39a6b7d704a3b34e2
828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed/stage-03/C-STANCE/validation-candidates.jsonl,vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,3,C-STANCE,validation,500,480230,b845671b67c5d6662c1f2553d0e604d0346c44ba42e79066be5112860d47e1c8,8f6bbca527de871bbdc85f8cc139318bfcccc4996eb1bba6378ef9f3132b548c,88418e34428ce497843a997fd26c285d8b2ecd1081aaea8de2a20033f02a5dc7
828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed/stage-03/FOMC/test-candidates.jsonl,vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,3,FOMC,test,500,740495,13d90827d609a1919b3304137103a61b00d86bc283cac35336d33315b565ed8e,821838ad062c71716e5663b12f220e92c2df2e9b36cf0213b92b99fa8c8a8366,ecd0ff66cbaccf38d6e83307b9a6adb8b6d84ae03d333ff856ba3ced308dd666
828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed/stage-03/FOMC/validation-candidates.jsonl,vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,3,FOMC,validation,500,741220,58063a308850ecbbcb7a7c4eafa5e4b51035c00688a0dc2a5ec128276a903b90,b18c74f2cddcaccc2e544ac6e2ace9026ca57fd0f3a3b30ffec318d633140770,26bebef79948f2339ea9807cc87a6f3c5ef118ce70bd62360f1dc2d45e165191
828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed/stage-03/MeetingBank/test-candidates.jsonl,vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,3,MeetingBank,test,500,637431,1125d83dd1758de10d52d9a6982afcbaa0ade316316a647a09cc7fff20f6278f,5fb44eb1d911a6cb50bea277c1116dc08d4c00b746c47bae7bab989541477826,ac02202db58e79b5b690b17dd767239aa2abecfbcba74848a5400ecae24c60d8
828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed/stage-03/MeetingBank/validation-candidates.jsonl,vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,3,MeetingBank,validation,500,667640,3d90ef708deb20f4576ddcf8ea2853c9c02e8f62cac41583bf2ee26d6e49b4d0,33db0e93168ea001c49b497e6a8292cd3ed39ec5074729b4653d75554da0511e,bfb45aaffadfb4464e48829eef837e30784853b8356c9e0132c574b8cf0a6b70
828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed/stage-04/C-STANCE/test-candidates.jsonl,vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,4,C-STANCE,test,700,550891,2143912ffd21d37aea28c0a393c59f8f99c39101a14db86815df3b80f92a17a4,b6f3686ddc993d3e0bf9437d394d2ba1865e7adea8acf87a4b91421fbe924a8b,9e20ad674e9d0bb6516899d018d9839e4f702e181a341f66d5061326f8e125c9
828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed/stage-04/C-STANCE/validation-candidates.jsonl,vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,4,C-STANCE,validation,700,538331,1fd00e190b197f4bb38bcfa34300cc690b6708f319151b55562e3c0c9ad47a11,631d64f2dfeae143daa9f96e796307e419166c612a87e0a6021bc32400cf8838,cb2f38122a5b81a139f2b8c84a3e55d28bdf54e523cba2fa013258f75a7013c9
828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed/stage-04/FOMC/test-candidates.jsonl,vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,4,FOMC,test,700,703910,6da35823de5b178c89cadeb6e7bbb44c5da3495a3c3ee99e936af187c41d5c30,07426a04ac0bfc07d329e2407b7c40e06b0ebf934a9e3033ad89a8223400b05f,9cf99073332da72e479528efeb3c208fc0b63809258711abfb45fbe18084ad3d
828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed/stage-04/FOMC/validation-candidates.jsonl,vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,4,FOMC,validation,700,699787,dd1dfa6d96b41d0d01edb727e3a51f162581ebe207be66b8a2902fd9814445b6,c299f054160ea96227f8b9a7a7cb91bc5ff19d5efb86ff6cf7c4d61a796be7bd,a097d4a9596123abe1ca73fce6ab4d979f6ff830547ce1740b8d75cf6edc045f
828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed/stage-04/MeetingBank/test-candidates.jsonl,vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,4,MeetingBank,test,700,824211,7c4da2e9d246cc06353bf1c2ec797c585a37c2b2b0aad6648a716ee1096859e0,52cf7063ab213d94536b8f0129d14bbff54dbf42b6a61008349f124d88aee835,b8a193834737bf9354b4a5219cf656a8a6ff3d019caf4896f3629a83b29d43f2
828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed/stage-04/MeetingBank/validation-candidates.jsonl,vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,4,MeetingBank,validation,700,845006,c5abb3dce6148de7dd42a44459eff8a6b72b10594c269de06cef86b7d4054949,8637b963e3e8d54c804d04b8941115b3e719a48ec104472c5210cbc7c0bb9b2b,1e97105ac860903dda210b1b2131023e446ff624cad728a38e2ccc57136a7896
828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed/stage-04/Py150/test-candidates.jsonl,vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,4,Py150,test,700,1015133,54f1acdb4abce574eaac79dca9145c73ac36a35d15e58527af6438fee6a7ab1a,cdc05781d1abb1d1ae52f5ed3fd33bb4e09a2e8fd1efa472a144db2a867c1e82,f107c42346a2b9af5a13a069e7437053a0dd8666583ce8251f3a9af7035e3d3b
