condition,policy_hash,split,router,stage,task_index,task,score
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,7,2,FOMC,6.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,7,2,FOMC,0.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,7,2,FOMC,0.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,7,2,FOMC,6.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,7,3,MeetingBank,22.838778616435505
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,7,3,MeetingBank,18.166278476852906
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,7,3,MeetingBank,18.4484302472121
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,7,3,MeetingBank,18.61381410649544
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,7,3,MeetingBank,22.021475378478797
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,7,3,MeetingBank,17.42743191249062
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,7,3,MeetingBank,17.566087140112785
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,7,3,MeetingBank,17.49311943140279
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,7,6,NumGLUE-cm,19.753086419753085
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,7,6,NumGLUE-cm,11.11111111111111
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,7,6,NumGLUE-cm,8.641975308641975
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,7,6,NumGLUE-cm,11.11111111111111
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,7,6,NumGLUE-cm,24.390243902439025
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,7,6,NumGLUE-cm,17.073170731707318
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,7,6,NumGLUE-cm,9.75609756097561
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,7,6,NumGLUE-cm,17.073170731707318
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,7,7,NumGLUE-ds,46.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,7,7,NumGLUE-ds,38.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,7,7,NumGLUE-ds,16.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,7,7,NumGLUE-ds,42.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,7,7,NumGLUE-ds,42.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,7,7,NumGLUE-ds,30.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,7,7,NumGLUE-ds,12.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,7,7,NumGLUE-ds,37.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,7,4,Py150,6.99
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,7,4,Py150,3.93
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,7,4,Py150,3.95
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,7,4,Py150,6.33
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,7,4,Py150,5.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,7,4,Py150,4.04
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,7,4,Py150,4.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,7,4,Py150,4.41
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,7,5,ScienceQA,77.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,7,5,ScienceQA,68.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,7,5,ScienceQA,66.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,7,5,ScienceQA,68.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,7,5,ScienceQA,85.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,7,5,ScienceQA,77.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,7,5,ScienceQA,74.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,7,5,ScienceQA,77.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,8,8,20Minuten,42.25282893650303
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,8,8,20Minuten,38.726227951236055
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,8,8,20Minuten,37.44574877455279
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,8,8,20Minuten,38.883014069269414
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,8,8,20Minuten,42.210796567447865
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,8,8,20Minuten,38.69448977900205
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,8,8,20Minuten,37.168083411927604
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,8,8,20Minuten,39.12847854350139
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,8,1,C-STANCE,16.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,8,1,C-STANCE,1.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,8,1,C-STANCE,3.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,8,1,C-STANCE,16.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,8,1,C-STANCE,12.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,8,1,C-STANCE,1.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,8,1,C-STANCE,2.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,8,1,C-STANCE,11.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,8,2,FOMC,0.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,8,2,FOMC,0.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,8,2,FOMC,0.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,8,2,FOMC,0.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,8,2,FOMC,0.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,8,2,FOMC,0.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,8,2,FOMC,0.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,8,2,FOMC,0.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,8,3,MeetingBank,23.791871178099544
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,8,3,MeetingBank,18.120883822515673
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,8,3,MeetingBank,19.116972048199763
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,8,3,MeetingBank,17.675900306317605
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,8,3,MeetingBank,22.034817239637817
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,8,3,MeetingBank,17.313941997094226
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,8,3,MeetingBank,18.245630664384983
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,8,3,MeetingBank,17.848222617548732
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,8,6,NumGLUE-cm,11.11111111111111
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,8,6,NumGLUE-cm,9.876543209876543
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,8,6,NumGLUE-cm,7.407407407407407
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,8,6,NumGLUE-cm,6.172839506172839
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,8,6,NumGLUE-cm,19.51219512195122
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,8,6,NumGLUE-cm,12.195121951219512
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,8,6,NumGLUE-cm,12.195121951219512
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,8,6,NumGLUE-cm,14.634146341463415
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,8,7,NumGLUE-ds,37.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,8,7,NumGLUE-ds,34.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,8,7,NumGLUE-ds,19.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,8,7,NumGLUE-ds,35.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,8,7,NumGLUE-ds,27.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,8,7,NumGLUE-ds,22.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,8,7,NumGLUE-ds,14.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,8,7,NumGLUE-ds,22.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,8,4,Py150,4.63
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,8,4,Py150,3.82
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,8,4,Py150,3.87
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,8,4,Py150,3.88
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,8,4,Py150,4.81
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,8,4,Py150,3.98
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,8,4,Py150,4.08
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,8,4,Py150,4.1
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,8,5,ScienceQA,81.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,8,5,ScienceQA,66.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,8,5,ScienceQA,65.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,8,5,ScienceQA,67.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,8,5,ScienceQA,86.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,8,5,ScienceQA,74.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,8,5,ScienceQA,72.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,8,5,ScienceQA,75.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,answer_oracle,1,1,C-STANCE,65.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,frozen_prompt_centroid,1,1,C-STANCE,55.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,prompt_nll,1,1,C-STANCE,0.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,task_aware,1,1,C-STANCE,56.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,answer_oracle,1,1,C-STANCE,54.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,frozen_prompt_centroid,1,1,C-STANCE,44.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,prompt_nll,1,1,C-STANCE,1.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,task_aware,1,1,C-STANCE,47.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,answer_oracle,2,1,C-STANCE,70.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,frozen_prompt_centroid,2,1,C-STANCE,54.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,prompt_nll,2,1,C-STANCE,26.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,task_aware,2,1,C-STANCE,54.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,answer_oracle,2,1,C-STANCE,52.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,frozen_prompt_centroid,2,1,C-STANCE,38.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,prompt_nll,2,1,C-STANCE,20.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,task_aware,2,1,C-STANCE,38.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,answer_oracle,2,2,FOMC,43.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,frozen_prompt_centroid,2,2,FOMC,7.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,prompt_nll,2,2,FOMC,12.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,task_aware,2,2,FOMC,24.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,answer_oracle,2,2,FOMC,40.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,frozen_prompt_centroid,2,2,FOMC,11.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,prompt_nll,2,2,FOMC,10.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,task_aware,2,2,FOMC,27.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,answer_oracle,3,1,C-STANCE,53.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,frozen_prompt_centroid,3,1,C-STANCE,52.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,prompt_nll,3,1,C-STANCE,4.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,task_aware,3,1,C-STANCE,52.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,answer_oracle,3,1,C-STANCE,37.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,frozen_prompt_centroid,3,1,C-STANCE,36.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,prompt_nll,3,1,C-STANCE,8.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,task_aware,3,1,C-STANCE,36.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,answer_oracle,3,2,FOMC,31.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,frozen_prompt_centroid,3,2,FOMC,23.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,prompt_nll,3,2,FOMC,0.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,task_aware,3,2,FOMC,23.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,answer_oracle,3,2,FOMC,38.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,frozen_prompt_centroid,3,2,FOMC,29.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,prompt_nll,3,2,FOMC,0.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,task_aware,3,2,FOMC,29.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,answer_oracle,3,3,MeetingBank,36.55911914425626
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,frozen_prompt_centroid,3,3,MeetingBank,31.768212240182464
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,prompt_nll,3,3,MeetingBank,21.267230404127805
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,task_aware,3,3,MeetingBank,32.44423085345572
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,answer_oracle,3,3,MeetingBank,34.207619140202254
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,frozen_prompt_centroid,3,3,MeetingBank,29.472925687097945
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,prompt_nll,3,3,MeetingBank,19.835188334258103
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,task_aware,3,3,MeetingBank,29.540403682244524
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,answer_oracle,4,1,C-STANCE,54.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,frozen_prompt_centroid,4,1,C-STANCE,53.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,prompt_nll,4,1,C-STANCE,5.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,test,task_aware,4,1,C-STANCE,53.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,answer_oracle,4,1,C-STANCE,38.0
vamp_core_tsv_r8_scale05_repair010,828c74a74e3d66a2cfc9d94f28364e1c66a68299ff34912bbb000bfb137ccfed,validation,frozen_prompt_centroid,4,1,C-STANCE,37.0
