condition,policy_hash,split,router,stage,task_index,task,score
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,8,5,ScienceQA,65.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,8,5,ScienceQA,91.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,8,5,ScienceQA,74.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,8,5,ScienceQA,74.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,8,5,ScienceQA,74.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,2,1,C-STANCE,56.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,2,1,C-STANCE,40.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,2,1,C-STANCE,29.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,2,1,C-STANCE,40.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,2,1,C-STANCE,46.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,2,1,C-STANCE,35.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,2,1,C-STANCE,19.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,2,1,C-STANCE,35.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,2,2,FOMC,37.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,2,2,FOMC,13.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,2,2,FOMC,0.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,2,2,FOMC,26.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,2,2,FOMC,39.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,2,2,FOMC,15.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,2,2,FOMC,2.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,2,2,FOMC,30.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,3,3,MeetingBank,35.115915335179736
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,3,3,MeetingBank,27.844395909389913
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,3,3,MeetingBank,20.676350719316947
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,3,3,MeetingBank,32.44423085345572
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,3,3,MeetingBank,33.00731585216669
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,3,3,MeetingBank,25.633907741257346
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,3,3,MeetingBank,20.366210835167664
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,3,3,MeetingBank,29.859500579864868
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,4,2,FOMC,5.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,4,2,FOMC,5.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,4,2,FOMC,4.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,4,2,FOMC,5.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,4,2,FOMC,10.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,4,2,FOMC,10.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,4,2,FOMC,2.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,4,2,FOMC,10.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,4,4,Py150,60.21
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,4,4,Py150,45.55
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,4,4,Py150,9.18
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,4,4,Py150,55.39
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,4,4,Py150,59.32
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,4,4,Py150,35.78
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,4,4,Py150,6.59
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,4,4,Py150,53.51
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,5,1,C-STANCE,3.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,5,1,C-STANCE,3.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,5,1,C-STANCE,0.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,5,1,C-STANCE,3.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,5,1,C-STANCE,3.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,5,1,C-STANCE,3.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,5,1,C-STANCE,1.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,5,1,C-STANCE,3.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,5,3,MeetingBank,22.991357758955566
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,5,3,MeetingBank,19.040249140010477
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,5,3,MeetingBank,18.39698204902658
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,5,3,MeetingBank,18.66319920675895
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,5,3,MeetingBank,22.05681373082763
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,5,3,MeetingBank,17.678551065527166
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,5,3,MeetingBank,17.886371502136825
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,5,3,MeetingBank,17.87943280713475
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,5,4,Py150,4.72
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,5,4,Py150,4.14
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,5,4,Py150,4.12
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,5,4,Py150,4.14
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,5,4,Py150,4.58
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,5,4,Py150,4.06
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,5,4,Py150,3.98
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,5,4,Py150,4.06
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,6,1,C-STANCE,4.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,6,1,C-STANCE,3.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,6,1,C-STANCE,2.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,6,1,C-STANCE,3.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,6,1,C-STANCE,4.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,6,1,C-STANCE,3.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,6,1,C-STANCE,2.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,6,1,C-STANCE,3.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,6,5,ScienceQA,77.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,6,5,ScienceQA,68.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,6,5,ScienceQA,68.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,6,5,ScienceQA,67.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,6,5,ScienceQA,87.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,6,5,ScienceQA,73.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,6,5,ScienceQA,72.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,6,5,ScienceQA,76.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,7,1,C-STANCE,6.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,7,1,C-STANCE,0.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,7,1,C-STANCE,0.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,7,1,C-STANCE,6.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,7,1,C-STANCE,5.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,7,1,C-STANCE,1.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,7,1,C-STANCE,2.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,7,1,C-STANCE,5.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,7,3,MeetingBank,22.838778616435505
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,7,3,MeetingBank,18.166278476852906
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,7,3,MeetingBank,18.4484302472121
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,7,3,MeetingBank,18.61381410649544
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,7,3,MeetingBank,22.021475378478797
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,7,3,MeetingBank,17.42743191249062
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,7,3,MeetingBank,17.566087140112785
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,7,3,MeetingBank,17.49311943140279
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,7,5,ScienceQA,77.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,7,5,ScienceQA,68.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,7,5,ScienceQA,66.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,7,5,ScienceQA,68.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,7,5,ScienceQA,85.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,7,5,ScienceQA,77.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,7,5,ScienceQA,74.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,7,5,ScienceQA,77.0
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,8,8,20Minuten,42.25282893650303
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,8,8,20Minuten,38.726227951236055
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,8,8,20Minuten,37.44574877455279
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,8,8,20Minuten,38.883014069269414
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,8,8,20Minuten,42.210796567447865
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,8,8,20Minuten,38.69448977900205
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,8,8,20Minuten,37.168083411927604
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,8,8,20Minuten,39.12847854350139
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,answer_oracle,8,4,Py150,4.63
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,frozen_prompt_centroid,8,4,Py150,3.82
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,prompt_nll,8,4,Py150,3.87
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,test,task_aware,8,4,Py150,3.88
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,answer_oracle,8,4,Py150,4.81
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,frozen_prompt_centroid,8,4,Py150,3.98
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,prompt_nll,8,4,Py150,4.08
vamp_core_tsv_r8_scale03_repair000,546c828af41198edfcc3520d8c0f283eb2555357e275e50fddef434791470b03,validation,task_aware,8,4,Py150,4.1
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,answer_oracle,1,1,C-STANCE,65.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,frozen_prompt_centroid,1,1,C-STANCE,53.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,prompt_nll,1,1,C-STANCE,0.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_aware,1,1,C-STANCE,57.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,answer_oracle,1,1,C-STANCE,55.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,frozen_prompt_centroid,1,1,C-STANCE,42.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,prompt_nll,1,1,C-STANCE,1.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_aware,1,1,C-STANCE,46.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,answer_oracle,2,1,C-STANCE,72.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,frozen_prompt_centroid,2,1,C-STANCE,58.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,prompt_nll,2,1,C-STANCE,5.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_aware,2,1,C-STANCE,58.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,answer_oracle,2,1,C-STANCE,57.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,frozen_prompt_centroid,2,1,C-STANCE,47.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,prompt_nll,2,1,C-STANCE,3.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_aware,2,1,C-STANCE,47.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,answer_oracle,2,2,FOMC,42.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,frozen_prompt_centroid,2,2,FOMC,4.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,prompt_nll,2,2,FOMC,0.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_aware,2,2,FOMC,23.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,answer_oracle,2,2,FOMC,47.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,frozen_prompt_centroid,2,2,FOMC,4.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,prompt_nll,2,2,FOMC,1.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_aware,2,2,FOMC,29.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,answer_oracle,3,1,C-STANCE,57.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,frozen_prompt_centroid,3,1,C-STANCE,55.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,prompt_nll,3,1,C-STANCE,7.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_aware,3,1,C-STANCE,55.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,answer_oracle,3,1,C-STANCE,41.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,frozen_prompt_centroid,3,1,C-STANCE,40.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,prompt_nll,3,1,C-STANCE,3.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_aware,3,1,C-STANCE,40.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,answer_oracle,3,3,MeetingBank,37.54212210258413
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,frozen_prompt_centroid,3,3,MeetingBank,33.139308694242246
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,prompt_nll,3,3,MeetingBank,21.24903265956601
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_aware,3,3,MeetingBank,32.282989478813924
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,answer_oracle,3,3,MeetingBank,35.743301784294495
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,frozen_prompt_centroid,3,3,MeetingBank,29.99116502658207
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,prompt_nll,3,3,MeetingBank,19.43617667436338
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_aware,3,3,MeetingBank,30.557974632473616
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,answer_oracle,4,2,FOMC,40.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,frozen_prompt_centroid,4,2,FOMC,23.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,prompt_nll,4,2,FOMC,0.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_aware,4,2,FOMC,23.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,answer_oracle,4,2,FOMC,48.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,frozen_prompt_centroid,4,2,FOMC,26.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,prompt_nll,4,2,FOMC,0.0
